text,label,pmid,pmcid,fetching_date,cui,normalized_name,normalization_source,url
cancer gsdmb inflammatory disease,CANCER,40452932,40452932,2025-08-18 15:47:20.954,,,,
gasdermin b,GENE_OR_GENE_PRODUCT,40452932,40452932,2025-08-18 15:47:20.954,C1428195,GSDMB gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1428195
gsdmb,GENE_OR_GENE_PRODUCT,40452932,40452932,2025-08-18 15:47:20.954,C1428195,GSDMB gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1428195
gsdm,GENE_OR_GENE_PRODUCT,40452932,40452932,2025-08-18 15:47:20.954,C1539617,GSDMA gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1539617
cell,CELL,40452932,40452932,2025-08-18 15:47:20.954,C0007634,Cells,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0007634
cancers,CANCER,40452932,40452932,2025-08-18 15:47:20.954,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
cancer,CANCER,40452932,40452932,2025-08-18 15:47:20.954,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
humans stomach neoplasms,ORGANISM,40452325,40452325,2025-08-18 15:47:21.046,,,,
aged,GENE_OR_GENE_PRODUCT,40452325,40452325,2025-08-18 15:47:21.046,C1999167,Old age,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1999167
gastric cancer,CANCER,40452325,40452325,2025-08-18 15:47:21.046,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
humans male,ORGANISM,40452026,40452026,2025-08-18 15:47:21.136,C0086582,Males,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0086582
adenocarcinoma,CANCER,40452026,40452026,2025-08-18 15:47:21.136,C0001418,Adenocarcinoma,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0001418
phase ii,GENE_OR_GENE_PRODUCT,40452026,40452026,2025-08-18 15:47:21.136,C0282460,"Clinical Trials, Phase II",MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0282460
esophageal neoplasms immune checkpoint,CANCER,40452026,40452026,2025-08-18 15:47:21.136,,,,
cell,CELL,40452026,40452026,2025-08-18 15:47:21.136,C0007634,Cells,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0007634
cancer,CANCER,40452026,40452026,2025-08-18 15:47:21.136,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
gastric cancer,CANCER,40452026,40452026,2025-08-18 15:47:21.136,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
surgery-centric,CANCER,40452026,40452026,2025-08-18 15:47:21.136,,,,
tumor,CANCER,40452026,40452026,2025-08-18 15:47:21.136,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
metastatic lesions,CANCER,40452026,40452026,2025-08-18 15:47:21.136,C1513183,Metastatic Lesion,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1513183
pd-1,GENE_OR_GENE_PRODUCT,40452026,40452026,2025-08-18 15:47:21.136,C5392807,PD-1-PD-L1 Blockade,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5392807
patients,ORGANISM,40452026,40452026,2025-08-18 15:47:21.136,C0030705,Patients,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0030705
gastric,CANCER,40452026,40452026,2025-08-18 15:47:21.136,C1704242,Gastric (qualifier value),MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1704242
gastroesophageal adenocarcinoma,CANCER,40452026,40452026,2025-08-18 15:47:21.136,C4721207,Metastatic gastroesophageal adenocarcinoma,SNOMEDCT_US,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4721207
humans stomach neoplasms precancerous,ORGANISM,40451639,40451639,2025-08-18 15:47:21.231,,,,
cancer,CANCER,40451639,40451639,2025-08-18 15:47:21.231,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
pepsinogen a,GENE_OR_GENE_PRODUCT,40451639,40451639,2025-08-18 15:47:21.231,C0077923,Pepsinogen A,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0077923
pepsinogens,SIMPLE_CHEMICAL,40451639,40451639,2025-08-18 15:47:21.231,C0030913,Pepsinogens,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0030913
gastric cancer,CANCER,40451639,40451639,2025-08-18 15:47:21.231,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
blood,ORGANISM_SUBSTANCE,40451639,40451639,2025-08-18 15:47:21.231,C0005767,Blood,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0005767
serum pepsinogens,ORGANISM_SUBSTANCE,40451639,40451639,2025-08-18 15:47:21.231,C0443461,Serum fundic pepsinogen 1,SNOMEDCT_US,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0443461
patients,ORGANISM,40451639,40451639,2025-08-18 15:47:21.231,C0030705,Patients,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0030705
neoplastic lesions,CANCER,40451639,40451639,2025-08-18 15:47:21.231,C2095428,resection or excision of neoplastic lesion of infratemporal fossa,MEDCIN,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C2095428
stomach,ORGAN,40451639,40451639,2025-08-18 15:47:21.231,C0038351,Stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0038351
humans stomach neoplasms,ORGANISM,40450359,40450359,2025-08-18 15:47:21.324,,,,
neoplasm,CANCER,40450359,40450359,2025-08-18 15:47:21.324,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
gastric mucosa,MULTI_TISSUE_STRUCTURE,40450359,40450359,2025-08-18 15:47:21.324,C0017136,Gastric mucosa,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0017136
adult early gastric cancer,CANCER,40450359,40450359,2025-08-18 15:47:21.324,,,,
egc,CANCER,40450359,40450359,2025-08-18 15:47:21.324,C5198774,EGC-M5,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5198774
submucosal,MULTI_TISSUE_STRUCTURE,40450359,40450359,2025-08-18 15:47:21.324,C1515025,Submucosal Route of Administration,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1515025
esd,CANCER,40450359,40450359,2025-08-18 15:47:21.324,C1414459,ESD gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1414459
patients,ORGANISM,40450359,40450359,2025-08-18 15:47:21.324,C0030705,Patients,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0030705
gastric cancer,CANCER,40450359,40450359,2025-08-18 15:47:21.324,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
stomach neoplasms humans animals fibronectins mice proteasome endopeptidase complex cell line,CANCER,40450207,40450207,2025-08-18 15:47:21.414,,,,
tumor mice,CANCER,40450207,40450207,2025-08-18 15:47:21.414,C1519679,Tumor Formation in Athymic Mice,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1519679
nude proteolysis neoplasm proteins neoplasm,ORGANISM,40450207,40450207,2025-08-18 15:47:21.414,,,,
neoplastic mice,CANCER,40450207,40450207,2025-08-18 15:47:21.414,,,,
inbred balb c cell,CELL,40450207,40450207,2025-08-18 15:47:21.414,,,,
fndc3b,GENE_OR_GENE_PRODUCT,40450207,40450207,2025-08-18 15:47:21.414,C1539525,FNDC3B gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1539525
proteasomal,GENE_OR_GENE_PRODUCT,40450207,40450207,2025-08-18 15:47:21.414,C1752726,proteasomal processing,GO,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1752726
gastric cancer,CANCER,40450207,40450207,2025-08-18 15:47:21.414,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
digestive tract malignancies,CANCER,40450207,40450207,2025-08-18 15:47:21.414,C2183544,malignant enteroglucagonoma of digestive tract,MEDCIN,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C2183544
patients,ORGANISM,40450207,40450207,2025-08-18 15:47:21.414,C0030705,Patients,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0030705
fibronectin type iii domain-containing 3b,GENE_OR_GENE_PRODUCT,40450207,40450207,2025-08-18 15:47:21.414,C1539525,FNDC3B gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1539525
tumors,CANCER,40450207,40450207,2025-08-18 15:47:21.414,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
fam83h,GENE_OR_GENE_PRODUCT,40450207,40450207,2025-08-18 15:47:21.414,C1825168,FAM83H gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1825168
humans male middle aged antibodies,ORGANISM,40450051,40450051,2025-08-18 15:47:21.502,,,,
stomach neoplasms,CANCER,40450051,40450051,2025-08-18 15:47:21.502,C0038356,Stomach Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0038356
gastric cancer,CANCER,40450051,40450051,2025-08-18 15:47:21.502,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
agc,CANCER,40450051,40450051,2025-08-18 15:47:21.502,C5939005,AGC,LNC,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5939005
patients,ORGANISM,40450051,40450051,2025-08-18 15:47:21.502,C0030705,Patients,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0030705
nct04278222,CANCER,40450051,40450051,2025-08-18 15:47:21.502,,,,
dcr,CANCER,40450051,40450051,2025-08-18 15:47:21.502,C1413932,DCR gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1413932
chemotherapy-free,SIMPLE_CHEMICAL,40450051,40450051,2025-08-18 15:47:21.502,C2355923,"Chemotherapy Gloves, Latex-Free, Xtra-Large",MMSL,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C2355923
anticancer,CANCER,40450051,40450051,2025-08-18 15:47:21.502,C1548818,Anticancer Drugs - Consent type,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1548818
humans antibodies,ORGANISM,40448579,40448579,2025-08-18 15:47:21.598,C0879427,panitumumab,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0879427
quinolines,SIMPLE_CHEMICAL,40448579,40448579,2025-08-18 15:47:21.598,C0034424,Quinolines,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0034424
stomach neoplasms phenylurea compounds adenocarcinoma aged esophageal neoplasms adult progression-free,CANCER,40448579,40448579,2025-08-18 15:47:21.598,,,,
oxaliplatin leucovorin,SIMPLE_CHEMICAL,40448579,40448579,2025-08-18 15:47:21.598,C0879521,Floxuridine/Leucovorin Calcium/Oxaliplatin,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0879521
capecitabine,SIMPLE_CHEMICAL,40448579,40448579,2025-08-18 15:47:21.598,C0671970,capecitabine,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0671970
lenvatinib,SIMPLE_CHEMICAL,40448579,40448579,2025-08-18 15:47:21.598,C2986924,lenvatinib,RXNORM,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C2986924
gastroesophageal adenocarcinoma,CANCER,40448579,40448579,2025-08-18 15:47:21.598,C4721207,Metastatic gastroesophageal adenocarcinoma,SNOMEDCT_US,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4721207
metastatic gastroesophageal adenocarcinoma,CANCER,40448579,40448579,2025-08-18 15:47:21.598,C4721207,Metastatic gastroesophageal adenocarcinoma,SNOMEDCT_US,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4721207
leap-015,GENE_OR_GENE_PRODUCT,40448579,40448579,2025-08-18 15:47:21.598,,,,
humans stomach neoplasms lymphocytes,ORGANISM,40448000,40448000,2025-08-18 15:47:21.687,,,,
tumor-infiltrating helicobacter,CANCER,40448000,40448000,2025-08-18 15:47:21.687,,,,
helicobacter pylori cd3 complex,ORGANISM,40448000,40448000,2025-08-18 15:47:21.687,,,,
t-lymphocytes tumor,CANCER,40448000,40448000,2025-08-18 15:47:21.687,C5708224,Autologous Tumor-infiltrating Lymphocytes-Central Memory T-cells,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5708224
cd8,GENE_OR_GENE_PRODUCT,40448000,40448000,2025-08-18 15:47:21.687,C0085358,CD8 Antigens,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0085358
b7-h1 antigen,GENE_OR_GENE_PRODUCT,40448000,40448000,2025-08-18 15:47:21.687,C3203086,"Antigens, CD274",MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C3203086
helicobacter pylori gastric cancer immune,ORGANISM,40448000,40448000,2025-08-18 15:47:21.687,,,,
tumor infiltrating lymphocytes helicobacter pylori,CELL,40448000,40448000,2025-08-18 15:47:21.687,,,,
h. pylori,CANCER,40448000,40448000,2025-08-18 15:47:21.687,C0079488,Helicobacter pylori,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0079488
gastric lesions,CANCER,40448000,40448000,2025-08-18 15:47:21.687,C2106982,computed tomography of abdomen: multiple gastric intraluminal mass lesions,MEDCIN,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C2106982
gastric cancer,CANCER,40448000,40448000,2025-08-18 15:47:21.687,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
tumor,CANCER,40448000,40448000,2025-08-18 15:47:21.687,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
tumor-infiltrating lymphocytes,CELL,40448000,40448000,2025-08-18 15:47:21.687,C0079722,"Lymphocytes, Tumor-Infiltrating",MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0079722
tils,CANCER,40448000,40448000,2025-08-18 15:47:21.687,C0079722,"Lymphocytes, Tumor-Infiltrating",MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0079722
anti-tumor,CANCER,40448000,40448000,2025-08-18 15:47:21.687,C0003392,Antineoplastic Agents,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0003392
h. pylori,ORGANISM,40448000,40448000,2025-08-18 15:47:21.687,C0079488,Helicobacter pylori,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0079488
helicobacter pylori,ORGANISM,40448000,40448000,2025-08-18 15:47:21.687,C0079488,Helicobacter pylori,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0079488
humans stomach neoplasms,ORGANISM,40446793,40446793,2025-08-18 15:47:21.778,,,,
gastric cancer,CANCER,40446793,40446793,2025-08-18 15:47:21.778,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
stomach cancer,CANCER,40446793,40446793,2025-08-18 15:47:21.778,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
diffuse gastric cancer,CANCER,40446793,40446793,2025-08-18 15:47:21.778,C1708349,DIFFUSE GASTRIC AND LOBULAR BREAST CANCER SYNDROME,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1708349
hdgc,CANCER,40446793,40446793,2025-08-18 15:47:21.778,C4721859,Hereditary Diffuse Gastric Adenocarcinoma,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4721859
cdh1,GENE_OR_GENE_PRODUCT,40446793,40446793,2025-08-18 15:47:21.778,C0694872,CDH1 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0694872
ctnna1,GENE_OR_GENE_PRODUCT,40446793,40446793,2025-08-18 15:47:21.778,C1413795,CTNNA1 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1413795
gastric adenocarcinoma,CANCER,40446793,40446793,2025-08-18 15:47:21.778,C0278701,Gastric Adenocarcinoma,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0278701
apc 1b,GENE_OR_GENE_PRODUCT,40446793,40446793,2025-08-18 15:47:21.778,C5419610,APC Promoter 1B,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C5419610
intestinal gastric cancer,CANCER,40446793,40446793,2025-08-18 15:47:21.778,C3150911,"GASTRIC CANCER, INTESTINAL",OMIM,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C3150911
figc,CANCER,40446793,40446793,2025-08-18 15:47:21.778,C1427019,KCMF1 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1427019
cancer,CANCER,40446793,40446793,2025-08-18 15:47:21.778,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
multi-organ cancer,CANCER,40446793,40446793,2025-08-18 15:47:21.778,,,,
stomach neoplasms zingiber officinale humans molecular,CANCER,40446574,40446574,2025-08-18 15:47:21.870,,,,
tumor,CANCER,40446574,40446574,2025-08-18 15:47:21.870,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
gastric cancer,CANCER,40446574,40446574,2025-08-18 15:47:21.870,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
prmt1,GENE_OR_GENE_PRODUCT,40446574,40446574,2025-08-18 15:47:21.870,C1826697,PRMT1 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1826697
ginger,SIMPLE_CHEMICAL,40446574,40446574,2025-08-18 15:47:21.870,C0939895,ginger extract,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0939895
prmt1/btg2,GENE_OR_GENE_PRODUCT,40446574,40446574,2025-08-18 15:47:21.870,,,,
stomach neoplasms,CANCER,40445765,40445765,2025-08-18 15:47:21.957,C0038356,Stomach Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0038356
soxb1,GENE_OR_GENE_PRODUCT,40445765,40445765,2025-08-18 15:47:21.957,C2350533,SOXB1 Transcription Factors,MSH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C2350533
pdzrn3,GENE_OR_GENE_PRODUCT,40445765,40445765,2025-08-18 15:47:21.957,C1538622,PDZRN3 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1538622
gastric cancer,CANCER,40445765,40445765,2025-08-18 15:47:21.957,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
human cancer,ORGANISM,40445765,40445765,2025-08-18 15:47:21.957,C1512506,Human Cancer Pathology,NCI,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1512506
disease,CANCER,40445765,40445765,2025-08-18 15:47:21.957,C0012634,Disease,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0012634
intestinal,ANATOMICAL_SYSTEM,40445765,40445765,2025-08-18 15:47:21.957,C0021853,Intestines,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0021853
tumor,CANCER,40445765,40445765,2025-08-18 15:47:21.957,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
humans,ORGANISM,40445765,40445765,2025-08-18 15:47:21.957,C0086418,Homo sapiens,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0086418
canine,ORGANISM,40445765,40445765,2025-08-18 15:47:21.957,C1280551,Dog family,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1280551
humans stomach neoplasms female male sarcopenia,ORGANISM,40445404,40445404,2025-08-18 15:47:22.048,,,,
neoplasm staging tumor,CANCER,40445404,40445404,2025-08-18 15:47:22.048,C2239181,malignant neoplasm of lung TNM staging primary tumor (T) (diagnosis),MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C2239181
gastric cancer,CANCER,40445404,40445404,2025-08-18 15:47:22.048,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
tumor,CANCER,40445404,40445404,2025-08-18 15:47:22.048,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
muscle,ORGAN,40445404,40445404,2025-08-18 15:47:22.048,C4083049,Muscle (organ),MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C4083049
malignancies,CANCER,40445404,40445404,2025-08-18 15:47:22.048,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
patients,ORGANISM,40445404,40445404,2025-08-18 15:47:22.048,C0030705,Patients,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0030705
stage ii/iii gastric cancer,CANCER,40445404,40445404,2025-08-18 15:47:22.048,,,,
stomach neoplasms humans helicobacter pylori helicobacter,CANCER,40445003,40445003,2025-08-18 15:47:22.135,,,,
tumor,CANCER,40445003,40445003,2025-08-18 15:47:22.135,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
neoplastic gene,PATHOLOGICAL_FORMATION,40445003,40445003,2025-08-18 15:47:22.135,C0314609,Neoplastic structural gene,SNOMEDCT_US,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0314609
helicobacter pylori biomarkers,ORGANISM,40445003,40445003,2025-08-18 15:47:22.135,,,,
gastric cancer hub genes,CANCER,40445003,40445003,2025-08-18 15:47:22.135,,,,
helicobacter pylori,ORGANISM,40445003,40445003,2025-08-18 15:47:22.135,C0079488,Helicobacter pylori,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0079488
gastric,ORGAN,40445003,40445003,2025-08-18 15:47:22.135,C1704242,Gastric (qualifier value),MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1704242
gastric cancer,CANCER,40445003,40445003,2025-08-18 15:47:22.135,C0024623,Malignant neoplasm of stomach,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0024623
h. pylori-associated gastric cancer,ORGANISM,40445003,40445003,2025-08-18 15:47:22.135,,,,
stage-specific,GENE_OR_GENE_PRODUCT,40445003,40445003,2025-08-18 15:47:22.135,C1261552,Step (specific stage),MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1261552
disease,CANCER,40445003,40445003,2025-08-18 15:47:22.135,C0012634,Disease,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0012634
h. pylori,ORGANISM,40445003,40445003,2025-08-18 15:47:22.135,C0079488,Helicobacter pylori,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0079488
tpx2,GENE_OR_GENE_PRODUCT,40445003,40445003,2025-08-18 15:47:22.135,C1412939,TPX2 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1412939
mki67,GENE_OR_GENE_PRODUCT,40445003,40445003,2025-08-18 15:47:22.135,C1334508,MKI67 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1334508
exo1,GENE_OR_GENE_PRODUCT,40445003,40445003,2025-08-18 15:47:22.135,C1333365,EXO1 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1333365
cthrc1,GENE_OR_GENE_PRODUCT,40445003,40445003,2025-08-18 15:47:22.135,C1425808,CTHRC1 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1425808
cancer,CANCER,40445003,40445003,2025-08-18 15:47:22.135,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
cell,CELL,40445003,40445003,2025-08-18 15:47:22.135,C0007634,Cells,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0007634
dna,CELLULAR_COMPONENT,40445003,40445003,2025-08-18 15:47:22.135,C0012854,DNA,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0012854
extracellular matrix,CELLULAR_COMPONENT,40445003,40445003,2025-08-18 15:47:22.135,C0015350,Extracellular Matrix,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0015350
malignancy,CANCER,40445003,40445003,2025-08-18 15:47:22.135,C0006826,Malignant Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0006826
network,MULTI_TISSUE_STRUCTURE,40445003,40445003,2025-08-18 15:47:22.135,C1882071,Network,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1882071
cxcl1,GENE_OR_GENE_PRODUCT,40445003,40445003,2025-08-18 15:47:22.135,C0812445,CXCL1 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0812445
ccl20,GENE_OR_GENE_PRODUCT,40445003,40445003,2025-08-18 15:47:22.135,C1366524,CCL20 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1366524
il12b,GENE_OR_GENE_PRODUCT,40445003,40445003,2025-08-18 15:47:22.135,C1334102,IL12B gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1334102
stat4,GENE_OR_GENE_PRODUCT,40445003,40445003,2025-08-18 15:47:22.135,C1335874,STAT4 gene,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C1335874
leukocyte,CELL,40445003,40445003,2025-08-18 15:47:22.135,C0023516,Leukocytes,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0023516
cytokine,GENE_OR_GENE_PRODUCT,40445003,40445003,2025-08-18 15:47:22.135,C0079189,cytokine,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0079189
zoledronic acid,SIMPLE_CHEMICAL,40445003,40445003,2025-08-18 15:47:22.135,C0257685,zoledronic acid,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0257685
helicobacter pylori-associated gastric cancer,ORGANISM,40445003,40445003,2025-08-18 15:47:22.135,,,,
stomach neoplasms humans cell line,CANCER,40444282,40444282,2025-08-18 15:47:22.241,,,,
tumor,CANCER,40444282,40444282,2025-08-18 15:47:22.241,C0027651,Neoplasms,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0027651
cell,CELL,40444282,40444282,2025-08-18 15:47:22.241,C0007634,Cells,MTH,https://uts-ws.nlm.nih.gov/rest/content/2025AA/CUI/C0007634
